GeneIdentifier	Chromosome	Start	Stop	Strand
AT4G04632	Chr4	2340049	2339586	-
AT4G04650	Chr4	2355213	2354339	-
AT4G04680	Chr4	2372266	2372461	+
AT4G04690	Chr4	2375135	2373999	-
AT4G04710	Chr4	2392887	2392755	-
AT4G04730	Chr4	2402349	2401927	-
AT4G04775	Chr4	2431120	2431284	+
AT4G04957	Chr4	2527362	2527161	-
AT4G04985	Chr4	2549471	2548995	-
AT4G05030	Chr4	2577974	2577935	-
AT4G05071	Chr4	2594297	2594154	-
AT4G05080	Chr4	2603001	2604176	+
AT4G05091	Chr4	2611781	2612055	+
AT4G05095	Chr4	2614214	2613798	-
AT4G05097	Chr4	2614015	2614224	+
AT4G05140	Chr4	2653208	2653167	-
AT4G05230	Chr4	2687003	2687623	+
AT4G05240	Chr4	2688200	2688399	+
AT4G05250	Chr4	2691460	2692416	+
AT4G05260	Chr4	2693680	2694459	+
AT4G05270	Chr4	2694939	2695328	+
AT4G05310	Chr4	2714765	2716012	+
AT4G05340	Chr4	2725690	2725767	+
AT4G05350	Chr4	2727530	2726910	-
AT4G05360	Chr4	2728204	2728264	+
AT4G05470	Chr4	2765351	2764939	-
AT4G05475	Chr4	2767957	2767566	-
AT4G05490	Chr4	2772252	2771888	-
AT4G05523	Chr4	2809025	2808680	-
AT4G05540	Chr4	2821065	2820811	-
AT4G05553	Chr4	2826047	2826103	+
AT4G05555	Chr4	2848125	2847913	-
AT4G05612	Chr4	2959094	2959142	+
AT4G05620	Chr4	2985449	2985051	-
AT4G05630	Chr4	2988822	2988448	-
AT4G05631	Chr4	2992618	2992568	-
AT4G05632	Chr4	3001664	3001954	+
AT4G06479	Chr4	3067503	3067817	+
AT4G06490	Chr4	3116894	3117334	+
AT4G06526	Chr4	3320945	3320846	-
AT4G06639	Chr4	3523937	3523684	-
AT4G06643	Chr4	3758957	3759256	+
AT4G06655	Chr4	3881431	3881177	-
AT4G06688	Chr4	3920693	3920964	+
AT4G07325	Chr4	4165570	4165532	-
AT4G07350	Chr4	4175227	4174686	-
AT4G07380	Chr4	4193016	4192888	-
AT4G07400	Chr4	4199511	4197666	-
AT4G07455	Chr4	4311373	4311397	+
AT4G07524	Chr4	4345975	4345868	-
AT4G07666	Chr4	4458842	4458600	-
AT4G07670	Chr4	4462911	4463394	+
AT4G07675	Chr4	4467147	4467141	-
AT4G07740	Chr4	4539638	4539796	+
AT4G07835	Chr4	4659714	4659811	+
AT4G07932	Chr4	4732198	4732285	+
AT4G07965	Chr4	4808635	4808644	+
AT4G08039	Chr4	4886035	4885973	-
AT4G08097	Chr4	5004096	5004235	+
AT4G08140	Chr4	5135673	5135725	+
AT4G08190	Chr4	5175476	5175361	-
AT4G08250	Chr4	5196787	5198238	+
AT4G08260	Chr4	5200847	5200897	+
AT4G08263	Chr4	5212137	5212028	-
AT4G08267	Chr4	5216854	5216895	+
AT4G08270	Chr4	5218105	5218404	+
AT4G08370	Chr4	5303314	5302974	-
AT4G08380	Chr4	5312406	5311093	-
AT4G08395	Chr4	5319634	5319759	+
AT4G08406	Chr4	5331909	5331769	-
AT4G08410	Chr4	5341209	5340925	-
AT4G08430	Chr4	5350436	5349833	-
AT4G08485	Chr4	5394782	5394734	-
AT4G08530	Chr4	5421857	5422237	+
AT4G08545	Chr4	5436600	5436631	+
AT4G08550	Chr4	5444345	5445487	+
AT4G08560	Chr4	5450434	5450716	+
AT4G08593	Chr4	5469345	5469441	+
AT4G08640	Chr4	5513313	5513447	+
AT4G08730	Chr4	5578779	5578600	-
AT4G08740	Chr4	5579034	5579102	+
AT4G08760	Chr4	5591133	5590949	-
AT4G08800	Chr4	5614134	5614209	+
AT4G08840	Chr4	5631298	5632286	+
AT4G08875	Chr4	5674220	5674172	-
AT4G08876	Chr4	5677395	5677454	+
AT4G08878	Chr4	5683180	5684022	+
AT4G08895	Chr4	5697896	5697961	+
AT4G08990	Chr4	5764781	5766174	+
AT4G09035	Chr4	5792625	5792398	-
AT4G09070	Chr4	5802308	5802321	+
AT4G09120	Chr4	5813998	5815119	+
AT4G09190	Chr4	5855176	5856327	+
AT4G09210	Chr4	5870289	5870478	+
AT4G09260	Chr4	5887592	5887781	+
AT4G09320	Chr4	5923484	5923534	+
AT4G09355	Chr4	5937751	5937725	-
AT4G09360	Chr4	5940186	5940788	+
AT4G09435	Chr4	5973083	5973316	+
AT4G09440	Chr4	5982748	5982215	-
AT4G09450	Chr4	5983277	5983572	+
AT4G09490	Chr4	6016575	6016562	-
AT4G09585	Chr4	6061648	6061717	+
AT4G09590	Chr4	6066128	6066763	+
AT4G09647	Chr4	6097988	6097928	-
AT4G09649	Chr4	6100698	6100561	-
AT4G09660	Chr4	6104446	6104899	+
AT4G09690	Chr4	6124897	6125709	+
AT4G09731	Chr4	6139717	6139851	+
AT4G09740	Chr4	6145003	6144812	-
AT4G09775	Chr4	6156629	6157054	+
AT4G09780	Chr4	6161378	6161098	-
AT4G09784	Chr4	6162253	6162340	+
AT4G09860	Chr4	6195301	6195283	-
AT4G09870	Chr4	6200089	6200211	+
AT4G09880	Chr4	6214624	6214656	+
AT4G09930	Chr4	6228556	6228598	+
AT4G09965	Chr4	6245686	6245401	-
AT4G10190	Chr4	6350928	6352031	+
AT4G10220	Chr4	6362189	6362380	+
AT4G10230	Chr4	6366261	6366353	+
AT4G10305	Chr4	6391116	6390829	-
AT4G10410	Chr4	6449998	6449575	-
AT4G10420	Chr4	6454209	6453655	-
AT4G10457	Chr4	6467270	6467204	-
AT4G10520	Chr4	6499794	6499877	+
AT4G10530	Chr4	6508600	6508683	+
AT4G10540	Chr4	6515743	6515657	-
AT4G10595	Chr4	6545340	6545400	+
AT4G10660	Chr4	6582535	6583488	+
AT4G10670	Chr4	6584727	6586262	+
AT4G10680	Chr4	6587521	6588069	+
AT4G10700	Chr4	6598658	6598397	-
AT4G10740	Chr4	6618426	6617143	-
AT4G10780	Chr4	6637457	6634797	-
AT4G10820	Chr4	6648909	6648543	-
AT4G10870	Chr4	6684076	6683555	-
AT4G10880	Chr4	6686347	6685829	-
AT4G10890	Chr4	6688833	6689043	+
AT4G10950	Chr4	6713512	6713146	-
AT4G11020	Chr4	6736075	6735728	-
AT4G11250	Chr4	6849578	6850567	+
AT4G11340	Chr4	6899130	6898713	-
AT4G11385	Chr4	6927678	6927547	-
AT4G11430	Chr4	6952799	6952828	+
AT4G11490	Chr4	6978848	6979619	+
AT4G11540	Chr4	6992555	6990861	-
AT4G11580	Chr4	7007738	7007275	-
AT4G11590	Chr4	7008603	7009796	+
AT4G11700	Chr4	7058637	7058086	-
AT4G11730	Chr4	7067035	7067088	+
AT4G11745	Chr4	7076680	7075826	-
AT4G11750	Chr4	7078550	7077390	-
AT4G11770	Chr4	7083469	7082279	-
AT4G11870	Chr4	7140719	7140359	-
AT4G11930	Chr4	7164904	7165722	+
AT4G11940	Chr4	7168173	7168967	+
AT4G12100	Chr4	7248127	7247926	-
AT4G12140	Chr4	7267154	7266546	-
AT4G12150	Chr4	7270267	7269685	-
AT4G12190	Chr4	7278760	7278545	-
AT4G12210	Chr4	7281919	7281308	-
AT4G12220	Chr4	7283739	7283248	-
AT4G12280	Chr4	7301769	7301777	+
AT4G12334	Chr4	7321061	7320941	-
AT4G12380	Chr4	7334469	7334446	-
AT4G12495	Chr4	7410116	7410397	+
AT4G12543	Chr4	7434642	7434616	-
AT4G12555	Chr4	7440116	7440081	-
AT4G12617	Chr4	7459180	7459563	+
AT4G12680	Chr4	7475104	7475197	+
AT4G12731	Chr4	7493360	7493133	-
AT4G12810	Chr4	7523979	7522831	-
AT4G12825	Chr4	7529471	7529892	+
AT4G12860	Chr4	7538902	7538444	-
AT4G12920	Chr4	7568286	7569455	+
AT4G12950	Chr4	7576642	7577172	+
AT4G13100	Chr4	7639037	7639014	-
AT4G13280	Chr4	7736745	7736644	-
AT4G13380	Chr4	7781782	7782011	+
AT4G13490	Chr4	7840284	7840137	-
AT4G13570	Chr4	7884516	7884605	+
AT4G13572	Chr4	7887440	7887638	+
AT4G13600	Chr4	7912892	7912481	-
AT4G13610	Chr4	7915022	7915190	+
AT4G13700	Chr4	7958919	7958667	-
AT4G13760	Chr4	7988058	7988201	+
AT4G13885	Chr4	8030754	8030650	-
AT4G13965	Chr4	8067576	8066725	-
AT4G13968	Chr4	8069134	8069206	+
AT4G13985	Chr4	8081669	8080710	-
AT4G14105	Chr4	8129676	8129476	-
AT4G14180	Chr4	8178330	8178800	+
AT4G14225	Chr4	8198777	8198978	+
AT4G14226	Chr4	8199592	8199425	-
AT4G14250	Chr4	8213237	8212821	-
AT4G14260	Chr4	8217571	8216772	-
AT4G14272	Chr4	8219622	8219678	+
AT4G14301	Chr4	8234227	8234077	-
AT4G14358	Chr4	8267496	8267825	+
AT4G14368	Chr4	8278810	8278801	-
AT4G14590	Chr4	8374391	8374802	+
AT4G14670	Chr4	8410054	8410284	+
AT4G14675	Chr4	8412733	8412936	+
AT4G14805	Chr4	8503199	8502821	-
AT4G14810	Chr4	8504145	8504240	+
AT4G14940	Chr4	8541879	8543009	+
AT4G15025	Chr4	8575687	8575406	-
AT4G15050	Chr4	8590345	8590184	-
AT4G15056	Chr4	8597430	8597257	-
AT4G15060	Chr4	8599035	8599151	+
AT4G15070	Chr4	8606141	8604680	-
AT4G15150	Chr4	8642278	8642191	-
AT4G15236	Chr4	8696677	8696972	+
AT4G15245	Chr4	8706514	8706706	+
AT4G15310	Chr4	8736721	8736935	+
AT4G15370	Chr4	8779685	8779482	-
AT4G15733	Chr4	8961720	8961789	+
AT4G15755	Chr4	8971523	8970654	-
AT4G15820	Chr4	8992970	8993047	+
AT4G15870	Chr4	9010947	9010681	-
AT4G15885	Chr4	9016978	9016886	-
AT4G15953	Chr4	9042897	9042960	+
AT4G16024	Chr4	9081245	9081179	-
AT4G16045	Chr4	9089906	9089972	+
AT4G16095	Chr4	9104547	9104963	+
AT4G16155	Chr4	9157133	9156816	-
AT4G16195	Chr4	9173650	9173165	-
AT4G16200	Chr4	9175649	9176190	+
AT4G16215	Chr4	9179833	9179696	-
AT4G16220	Chr4	9182283	9182520	+
AT4G16230	Chr4	9185298	9185535	+
AT4G16240	Chr4	9192568	9192555	-
AT4G16270	Chr4	9205080	9205364	+
AT4G16295	Chr4	9216135	9215680	-
AT4G16400	Chr4	9260564	9260815	+
AT4G16451	Chr4	9281000	9280857	-
AT4G16530	Chr4	9311355	9313178	+
AT4G16560	Chr4	9328628	9328589	-
AT4G16810	Chr4	9462253	9462192	-
AT4G16915	Chr4	9516724	9516818	+
AT4G16930	Chr4	9530115	9529943	-
AT4G17200	Chr4	9651108	9652253	+
AT4G17243	Chr4	9670055	9669987	-
AT4G17505	Chr4	9766315	9766163	-
AT4G17565	Chr4	9783644	9782508	-
AT4G17580	Chr4	9791145	9791059	-
AT4G17585	Chr4	9793259	9792977	-
AT4G17590	Chr4	9802591	9802573	-
AT4G17700	Chr4	9854322	9854363	+
AT4G17710	Chr4	9859288	9859139	-
AT4G17713	Chr4	9860208	9860160	-
AT4G17718	Chr4	9861995	9861947	-
AT4G17780	Chr4	9881455	9880259	-
AT4G17850	Chr4	9922990	9923097	+
AT4G17920	Chr4	9964090	9963051	-
AT4G18080	Chr4	10033935	10033199	-
AT4G18090	Chr4	10034847	10034011	-
AT4G18110	Chr4	10037718	10037077	-
AT4G18150	Chr4	10050211	10050385	+
AT4G18203	Chr4	10073659	10073651	-
AT4G18215	Chr4	10079928	10079815	-
AT4G18260	Chr4	10097337	10097182	-
AT4G18310	Chr4	10122075	10122203	+
AT4G18500	Chr4	10209411	10209363	-
AT4G18596	Chr4	10238976	10239285	+
AT4G18620	Chr4	10254359	10254853	+
AT4G18680	Chr4	10281033	10281740	+
AT4G18720	Chr4	10299945	10300587	+
AT4G18823	Chr4	10335282	10335225	-
AT4G18840	Chr4	10340356	10338719	-
AT4G18860	Chr4	10344687	10344791	+
AT4G18900	Chr4	10356465	10356723	+
AT4G19080	Chr4	10449796	10448624	-
AT4G19090	Chr4	10449900	10449918	+
AT4G19191	Chr4	10496228	10498192	+
AT4G19220	Chr4	10508121	10505266	-
AT4G19240	Chr4	10529092	10529054	-
AT4G19250	Chr4	10531504	10532190	+
AT4G19260	Chr4	10533296	10533452	+
AT4G19270	Chr4	10538021	10537969	-
AT4G19330	Chr4	10557354	10558505	+
AT4G19340	Chr4	10559610	10559766	+
AT4G19360	Chr4	10564159	10564339	+
AT4G19470	Chr4	10614339	10614243	-
AT4G19480	Chr4	10615316	10615184	-
AT4G19485	Chr4	10614820	10615123	+
AT4G19580	Chr4	10668367	10668744	+
AT4G19620	Chr4	10682844	10682680	-
AT4G19650	Chr4	10691674	10691760	+
AT4G19730	Chr4	10734975	10734303	-
AT4G19750	Chr4	10747127	10746467	-
AT4G19760	Chr4	10750381	10751068	+
AT4G19800	Chr4	10762104	10761477	-
AT4G19910	Chr4	10796687	10796227	-
AT4G19930	Chr4	10803558	10804853	+
AT4G19940	Chr4	10806195	10807532	+
AT4G20080	Chr4	10865295	10867619	+
AT4G20090	Chr4	10870382	10868387	-
AT4G20100	Chr4	10874865	10873999	-
AT4G20200	Chr4	10911151	10910900	-
AT4G20220	Chr4	10918676	10918943	+
AT4G20235	Chr4	10931277	10930885	-
AT4G20290	Chr4	10955584	10955159	-
AT4G20470	Chr4	11032754	11032332	-
AT4G20520	Chr4	11045912	11046154	+
AT4G20580	Chr4	11064922	11065248	+
AT4G20590	Chr4	11068181	11068507	+
AT4G20600	Chr4	11071440	11071766	+
AT4G20610	Chr4	11074699	11075025	+
AT4G20620	Chr4	11077958	11078284	+
AT4G20630	Chr4	11082804	11083130	+
AT4G20640	Chr4	11086063	11086389	+
AT4G20670	Chr4	11092581	11092907	+
AT4G20690	Chr4	11098024	11097827	-
AT4G20703	Chr4	11101724	11101699	-
AT4G20707	Chr4	11102461	11102812	+
AT4G20770	Chr4	11133086	11130762	-
AT4G20790	Chr4	11136423	11135166	-
AT4G20810	Chr4	11143597	11143476	-
AT4G20840	Chr4	11157916	11159867	+
AT4G20900	Chr4	11185844	11185632	-
AT4G20935	Chr4	11201864	11201940	+
AT4G20940	Chr4	11202728	11203727	+
AT4G20947	Chr4	11207709	11207985	+
AT4G20953	Chr4	11211109	11211052	-
AT4G20990	Chr4	11219772	11219862	+
AT4G21000	Chr4	11222529	11222622	+
AT4G21010	Chr4	11227363	11227115	-
AT4G21030	Chr4	11231414	11231998	+
AT4G21040	Chr4	11235505	11234807	-
AT4G21050	Chr4	11238441	11239073	+
AT4G21060	Chr4	11240730	11240906	+
AT4G21063	Chr4	11245074	11245101	+
AT4G21080	Chr4	11255351	11254602	-
AT4G21170	Chr4	11288513	11286756	-
AT4G21213	Chr4	11309879	11310291	+
AT4G21230	Chr4	11321679	11320884	-
AT4G21240	Chr4	11322411	11323664	+
AT4G21260	Chr4	11327543	11327780	+
AT4G21330	Chr4	11349922	11350101	+
AT4G21350	Chr4	11357267	11356143	-
AT4G21366	Chr4	11383541	11383684	+
AT4G21480	Chr4	11435284	11435152	-
AT4G21515	Chr4	11447008	11447242	+
AT4G21640	Chr4	11500618	11500499	-
AT4G21690	Chr4	11527229	11527692	+
AT4G21700	Chr4	11529956	11532878	+
AT4G22090	Chr4	11706042	11705323	-
AT4G22100	Chr4	11709932	11709810	-
AT4G22165	Chr4	11734328	11735419	+
AT4G22440	Chr4	11831024	11831093	+
AT4G22463	Chr4	11838997	11839129	+
AT4G22485	Chr4	11846476	11844506	-
AT4G22520	Chr4	11858614	11858970	+
AT4G22600	Chr4	11901032	11900211	-
AT4G22650	Chr4	11913557	11914027	+
AT4G22660	Chr4	11916171	11914981	-
AT4G22870	Chr4	12002801	12002703	-
AT4G23015	Chr4	12060307	12060582	+
AT4G23090	Chr4	12101483	12101371	-
AT4G23120	Chr4	12113308	12113490	+
AT4G23160	Chr4	12129485	12131145	+
AT4G23220	Chr4	12156881	12156068	-
AT4G23230	Chr4	12160279	12159472	-
AT4G23240	Chr4	12163193	12162389	-
AT4G23250	Chr4	12167026	12166144	-
AT4G23260	Chr4	12170055	12169218	-
AT4G23271	Chr4	12174045	12173944	-
AT4G23373	Chr4	12213435	12213280	-
AT4G23380	Chr4	12216333	12216166	-
AT4G23580	Chr4	12305397	12304246	-
AT4G23882	Chr4	12417553	12417610	+
AT4G23940	Chr4	12437108	12437799	+
AT4G23960	Chr4	12444765	12444908	+
AT4G23970	Chr4	12445680	12445378	-
AT4G24030	Chr4	12486633	12486247	-
AT4G24070	Chr4	12508895	12509195	+
AT4G24150	Chr4	12535972	12536036	+
AT4G24231	Chr4	12568875	12569024	+
AT4G24300	Chr4	12600213	12600107	-
AT4G24410	Chr4	12624039	12623530	-
AT4G24413	Chr4	12625560	12625504	-
AT4G24644	Chr4	12719607	12719771	+
AT4G24950	Chr4	12826282	12826755	+
AT4G24973	Chr4	12840970	12841374	+
AT4G24975	Chr4	12843802	12844240	+
AT4G24980	Chr4	12848376	12848261	-
AT4G25330	Chr4	12957834	12958229	+
AT4G25515	Chr4	13028219	13028749	+
AT4G25920	Chr4	13165475	13165531	+
AT4G25930	Chr4	13168127	13168180	+
AT4G25980	Chr4	13189393	13189740	+
AT4G26030	Chr4	13205537	13206226	+
AT4G26040	Chr4	13206835	13207203	+
AT4G26145	Chr4	13243723	13243797	+
AT4G26170	Chr4	13256930	13256975	+
AT4G26250	Chr4	13289641	13289973	+
AT4G26280	Chr4	13305722	13305396	-
AT4G26290	Chr4	13307822	13307595	-
AT4G26300	Chr4	13313109	13313020	-
AT4G26330	Chr4	13320408	13320543	+
AT4G26340	Chr4	13324130	13324966	+
AT4G26350	Chr4	13326853	13327719	+
AT4G26380	Chr4	13338078	13341034	+
AT4G26466	Chr4	13368629	13368557	-
AT4G26483	Chr4	13376970	13376780	-
AT4G26485	Chr4	13378504	13378357	-
AT4G26680	Chr4	13454853	13456428	+
AT4G26730	Chr4	13472579	13472650	+
AT4G26920	Chr4	13525031	13525450	+
AT4G26960	Chr4	13539653	13539592	-
AT4G27420	Chr4	13714797	13714684	-
AT4G27565	Chr4	13762634	13762819	+
AT4G27890	Chr4	13886033	13886402	+
AT4G28005	Chr4	13930191	13930126	-
AT4G28068	Chr4	13945738	13945842	+
AT4G28090	Chr4	13964229	13964089	-
AT4G28130	Chr4	13971552	13971779	+
AT4G28170	Chr4	13981635	13981961	+
AT4G28350	Chr4	14026577	14028622	+
AT4G28380	Chr4	14040931	14039756	-
AT4G28485	Chr4	14076011	14075934	-
AT4G28560	Chr4	14117367	14116015	-
AT4G28580	Chr4	14123489	14123777	+
AT4G28620	Chr4	14137953	14136388	-
AT4G28670	Chr4	14151387	14151809	+
AT4G28755	Chr4	14203626	14203893	+
AT4G28870	Chr4	14250421	14250720	+
AT4G28920	Chr4	14269885	14269799	-
AT4G28930	Chr4	14271072	14271572	+
AT4G29033	Chr4	14309379	14309316	-
AT4G29035	Chr4	14310315	14310770	+
AT4G29090	Chr4	14333528	14335255	+
AT4G29103	Chr4	14346500	14346288	-
AT4G29200	Chr4	14400198	14400183	-
AT4G29280	Chr4	14428265	14428214	-
AT4G29290	Chr4	14433084	14433033	-
AT4G29370	Chr4	14455602	14456852	+
AT4G29450	Chr4	14482626	14482551	-
AT4G29548	Chr4	14502191	14501976	-
AT4G29580	Chr4	14510147	14511039	+
AT4G29630	Chr4	14522569	14523240	+
AT4G29640	Chr4	14525830	14526881	+
AT4G29654	Chr4	14532454	14532426	-
AT4G29770	Chr4	14575718	14575798	+
AT4G29970	Chr4	14663917	14663557	-
AT4G30030	Chr4	14683484	14682210	-
AT4G30040	Chr4	14685602	14686885	+
AT4G30067	Chr4	14696074	14696134	+
AT4G30097	Chr4	14713661	14713518	-
AT4G30300	Chr4	14831550	14831005	-
AT4G30540	Chr4	14923327	14923641	+
AT4G30970	Chr4	15074588	15074529	-
AT4G31030	Chr4	15111599	15111486	-
AT4G31073	Chr4	15118562	15118484	-
AT4G31196	Chr4	15161173	15161277	+
AT4G31280	Chr4	15186005	15185929	-
AT4G31380	Chr4	15230008	15230382	+
AT4G31440	Chr4	15253731	15254870	+
AT4G31441	Chr4	15254877	15254999	+
AT4G31630	Chr4	15327220	15327143	-
AT4G31710	Chr4	15349121	15349451	+
AT4G31715	Chr4	15353659	15353702	+
AT4G31740	Chr4	15363778	15363865	+
AT4G31760	Chr4	15369724	15369503	-
AT4G31850	Chr4	15403020	15406493	+
AT4G32090	Chr4	15510820	15510763	-
AT4G32100	Chr4	15512218	15512158	-
AT4G32200	Chr4	15548840	15548884	+
AT4G32208	Chr4	15559650	15559545	-
AT4G32230	Chr4	15566971	15566857	-
AT4G32370	Chr4	15625558	15625713	+
AT4G32580	Chr4	15720535	15720365	-
AT4G32990	Chr4	15920230	15920409	+
AT4G33000	Chr4	15924349	15924396	+
AT4G33290	Chr4	16049573	16050865	+
AT4G33310	Chr4	16056156	16056416	+
AT4G33320	Chr4	16057916	16057038	-
AT4G33360	Chr4	16069374	16069081	-
AT4G33370	Chr4	16071405	16071316	-
AT4G33870	Chr4	16236492	16236154	-
AT4G33900	Chr4	16252711	16251572	-
AT4G33930	Chr4	16265420	16264269	-
AT4G34080	Chr4	16326952	16327797	+
AT4G34139	Chr4	16348104	16348165	+
AT4G34170	Chr4	16368087	16368284	+
AT4G34210	Chr4	16379003	16379528	+
AT4G34300	Chr4	16412773	16413715	+
AT4G34520	Chr4	16494205	16495842	+
AT4G34690	Chr4	16556097	16556089	-
AT4G35025	Chr4	16675749	16675528	-
AT4G35120	Chr4	16716806	16717638	+
AT4G35150	Chr4	16728531	16728207	-
AT4G35280	Chr4	16788283	16787280	-
AT4G35295	Chr4	16795333	16795383	+
AT4G35370	Chr4	16815138	16815384	+
AT4G35485	Chr4	16852486	16852577	+
AT4G35519	Chr4	16865370	16865248	-
AT4G35590	Chr4	16892909	16892922	+
AT4G35710	Chr4	16925301	16926152	+
AT4G35820	Chr4	16971221	16971532	+
AT4G36170	Chr4	17113872	17113879	+
AT4G36350	Chr4	17175857	17175699	-
AT4G36370	Chr4	17187250	17187324	+
AT4G36460	Chr4	17213099	17212662	-
AT4G36560	Chr4	17252657	17252989	+
AT4G36791	Chr4	17339077	17338871	-
AT4G36795	Chr4	17338904	17339122	+
AT4G37022	Chr4	17447713	17447799	+
AT4G37095	Chr4	17479107	17478992	-
AT4G37170	Chr4	17500655	17498411	-
AT4G37230	Chr4	17516424	17516628	+
AT4G37360	Chr4	17568858	17568361	-
AT4G37380	Chr4	17573938	17571816	-
AT4G37483	Chr4	17621820	17621593	-
AT4G37500	Chr4	17625388	17625627	+
AT4G37685	Chr4	17705049	17705141	+
AT4G37840	Chr4	17792198	17791924	-
AT4G38005	Chr4	17859104	17858874	-
AT4G38030	Chr4	17866730	17866645	-
AT4G38065	Chr4	17880720	17881295	+
AT4G38290	Chr4	17942871	17942879	+
AT4G38300	Chr4	17945491	17945315	-
AT4G38340	Chr4	17954710	17954895	+
AT4G38401	Chr4	17979885	17979763	-
AT4G38405	Chr4	17980557	17980417	-
AT4G38775	Chr4	18097461	18097607	+
AT4G38781	Chr4	18111193	18111041	-
AT4G38870	Chr4	18133863	18132301	-
AT4G38880	Chr4	18134116	18135714	+
AT4G38990	Chr4	18170949	18170545	-
AT4G39020	Chr4	18182315	18182435	+
AT4G39060	Chr4	18202607	18202609	+
AT4G39120	Chr4	18227988	18227550	-
AT4G39290	Chr4	18286302	18285205	-
AT4G39340	Chr4	18293512	18293129	-
AT4G39580	Chr4	18386811	18385684	-
AT4G39620	Chr4	18395294	18395647	+
AT4G39745	Chr4	18437806	18438156	+
AT4G39750	Chr4	18439138	18439578	+
AT4G39756	Chr4	18441756	18442917	+
AT4G39760	Chr4	18443679	18444788	+
AT4G39917	Chr4	18515213	18515276	+
AT4G40011	Chr4	18551404	18551198	-
AT4G40063	Chr4	18575070	18575318	+
AT4G40100	Chr4	18583244	18583457	+
AT5G01017	Chr5	5339	5593	+
AT5G01080	Chr5	29086	28532	-
AT5G01140	Chr5	49891	49975	+
AT5G01305	Chr5	125304	125819	+
AT5G01440	Chr5	179822	179914	+
AT5G01580	Chr5	223852	223610	-
AT5G01680	Chr5	256640	256428	-
AT5G01860	Chr5	335630	336277	+
AT5G01881	Chr5	339838	340266	+
AT5G02070	Chr5	408220	407780	-
AT5G02210	Chr5	439874	439728	-
AT5G02330	Chr5	489242	487114	-
AT5G02340	Chr5	494150	492255	-
AT5G02360	Chr5	502329	502020	-
AT5G02660	Chr5	600499	602247	+
AT5G02900	Chr5	674060	674456	+
AT5G02980	Chr5	697993	699000	+
AT5G02990	Chr5	700169	700648	+
AT5G03000	Chr5	703268	704134	+
AT5G03090	Chr5	725281	725299	+
AT5G03400	Chr5	839202	839052	-
AT5G03480	Chr5	870855	870835	-
AT5G03553	Chr5	896846	896996	+
AT5G03750	Chr5	984796	984905	+
AT5G03810	Chr5	1015345	1015102	-
AT5G03944	Chr5	1064808	1064611	-
AT5G03980	Chr5	1075289	1075146	-
AT5G04030	Chr5	1088692	1088462	-
AT5G04210	Chr5	1155724	1155579	-
AT5G04238	Chr5	1169411	1169217	-
AT5G04267	Chr5	1182294	1182025	-
AT5G04350	Chr5	1220829	1221269	+
AT5G04395	Chr5	1241555	1241821	+
AT5G04475	Chr5	1267020	1267257	+
AT5G04790	Chr5	1388319	1388155	-
AT5G04853	Chr5	1410703	1410527	-
AT5G04933	Chr5	1451083	1451172	+
AT5G04937	Chr5	1452440	1452503	+
AT5G05040	Chr5	1487968	1487798	-
AT5G05050	Chr5	1491639	1491872	+
AT5G05113	Chr5	1509990	1509628	-
AT5G05120	Chr5	1511232	1511837	+
AT5G05150	Chr5	1526199	1525474	-
AT5G05285	Chr5	1565963	1566023	+
AT5G05380	Chr5	1592013	1593036	+
AT5G05420	Chr5	1604823	1604650	-
AT5G05430	Chr5	1606712	1606645	-
AT5G05598	Chr5	1671812	1671875	+
AT5G05635	Chr5	1684808	1684554	-
AT5G05650	Chr5	1686909	1686532	-
AT5G05653	Chr5	1689568	1689428	-
AT5G05675	Chr5	1695898	1695967	+
AT5G05720	Chr5	1716871	1716872	+
AT5G05735	Chr5	1719966	1720166	+
AT5G05910	Chr5	1776858	1777313	+
AT5G06020	Chr5	1811938	1812393	+
AT5G06030	Chr5	1813919	1814371	+
AT5G06040	Chr5	1815128	1815356	+
AT5G06043	Chr5	1817505	1817137	-
AT5G06170	Chr5	1869791	1871032	+
AT5G06500	Chr5	1982444	1983205	+
AT5G06520	Chr5	1989372	1987456	-
AT5G06540	Chr5	2001049	1999077	-
AT5G06640	Chr5	2041928	2041188	-
AT5G06645	Chr5	2040833	2040973	+
AT5G06755	Chr5	2089287	2089167	-
AT5G06810	Chr5	2108493	2110259	+
AT5G06890	Chr5	2135743	2135943	+
AT5G06905	Chr5	2140078	2139191	-
AT5G06920	Chr5	2142858	2143919	+
AT5G06940	Chr5	2150771	2148500	-
AT5G07050	Chr5	2193416	2193208	-
AT5G07160	Chr5	2220709	2220549	-
AT5G07175	Chr5	2226300	2226249	-
AT5G07210	Chr5	2252237	2252360	+
AT5G07225	Chr5	2270227	2269828	-
AT5G07240	Chr5	2271890	2272387	+
AT5G07480	Chr5	2367167	2367397	+
AT5G07545	Chr5	2386090	2386128	+
AT5G07580	Chr5	2399726	2400349	+
AT5G07610	Chr5	2406068	2407330	+
AT5G07630	Chr5	2410703	2410729	+
AT5G08055	Chr5	2579401	2579458	+
AT5G08090	Chr5	2591711	2591961	+
AT5G08310	Chr5	2675254	2672756	-
AT5G08460	Chr5	2733220	2733520	+
AT5G08505	Chr5	2752356	2752260	-
AT5G08550	Chr5	2770282	2769170	-
AT5G08730	Chr5	2847415	2846625	-
AT5G09210	Chr5	2865359	2864850	-
