GeneIdentifier	Start	Strand
AT1G06587	11779272	+
AT1G06590	2024749	-
AT1G06593	11781460	+
AT1G06603	11813591	-
AT1G06607	11831444	-
AT1G06610	2025356	+
AT1G06613	11856586	+
AT1G06617	11873274	+
AT1G06620	2025544	+
AT1G06627	11928216	-
AT1G06630	2027606	+
AT1G06633	11927899	+
AT1G06637	11944982	-
AT1G06640	2031626	+
AT1G06645	2034156	+
AT1G06650	2035718	+
AT1G06657	12037164	+
AT1G06660	2040419	-
AT1G06663	12037653	-
AT1G06667	12083969	+
AT1G06670	2040410	+
AT1G06673	12097275	-
AT1G06677	12184398	-
AT1G06680	2047634	+
AT1G06683	12195676	-
AT1G06687	12199359	+
AT1G06690	2052170	-
AT1G06693	12200427	+
AT1G06697	12218338	-
AT1G06700	2055547	-
AT1G06703	12233098	-
AT1G06707	12233006	+
AT1G06710	2060429	-
AT1G06713	12297525	-
AT1G06717	12358198	+
AT1G06720	2067483	-
AT1G06723	12361353	+
AT1G06727	12381197	+
AT1G06730	2067509	+
AT1G06733	12381940	+
AT1G06737	12384244	-
AT1G06740	2070737	+
AT1G06743	12384322	+
AT1G06747	12512325	+
AT1G06750	2072979	+
AT1G06753	12550980	-
AT1G06757	12601360	-
AT1G06760	2077767	-
AT1G06763	12603484	-
AT1G06770	2082097	-
AT1G06773	12603141	-
AT1G06777	12643882	-
AT1G06780	2083311	+
AT1G06783	12643681	+
AT1G06787	12687401	-
AT1G06790	2087182	+
AT1G06797	12767251	+
AT1G06800	2091686	-
AT1G06810	2092539	-
AT1G06817	12887309	+
AT1G06820	2096784	-
AT1G06823	12887969	-
AT1G06827	12907870	+
AT1G06830	2097106	+
AT1G06833	12925030	-
AT1G06837	12923005	+
AT1G06840	2103507	-
AT1G06850	2105048	+
AT1G06853	12939354	-
AT1G06857	12972058	+
AT1G06860	2107468	-
AT1G06863	12972468	-
AT1G06867	12987066	-
AT1G06870	2108512	+
AT1G06873	12986823	+
AT1G06877	12987190	+
AT1G06880	2111218	-
AT1G06883	12996713	-
AT1G06890	2114686	-
AT1G06897	13043377	-
AT1G06900	2120745	-
AT1G06907	13108236	-
AT1G06910	2120991	+
AT1G06913	13154647	-
AT1G06917	13167733	+
AT1G06920	2125902	-
AT1G06923	2126670	+
AT1G06925	2128611	-
AT1G06927	13250536	+
AT1G06930	2128843	+
AT1G06933	13314707	+
AT1G06937	13320657	+
AT1G06943	13434824	+
AT1G06947	13470980	+
AT1G06950	2135703	-
AT1G06953	13471267	-
AT1G06957	13477922	+
AT1G06960	2135810	+
AT1G06963	13501086	+
AT1G06967	13635673	+
AT1G06970	2137871	+
AT1G06973	13657390	-
AT1G06977	13701971	+
AT1G06980	2143977	-
AT1G06983	13839087	-
AT1G06987	13857781	+
AT1G06990	2148342	+
AT1G06993	13872214	+
AT1G06997	13988496	-
AT1G07000	2152541	-
AT1G07003	14041693	+
AT1G07007	14113653	-
AT1G07010	2152798	+
AT1G07013	14155969	-
AT1G07017	14196021	+
AT1G07020	2156153	-
AT1G07023	14283751	-
AT1G07025	2158158	-
AT1G07027	14286203	-
AT1G07030	2160818	-
AT1G07040	2163387	-
AT1G07050	2165261	-
AT1G07060	2168397	-
AT1G07070	2168561	+
AT1G07080	2169977	+
AT1G07090	2174894	-
AT1G07100	2177885	+
AT1G07110	2184193	-
AT1G07117	15885225	-
AT1G07119	2184318	+
AT1G07120	2186627	-
AT1G07123	15942120	+
AT1G07127	15943616	+
AT1G07128	2188734	-
AT1G07130	2187776	+
AT1G07133	15944259	-
AT1G07135	2190784	-
AT1G07140	2193836	-
AT1G07143	16131687	+
AT1G07147	16232415	+
AT1G07150	2195798	-
AT1G07157	16401079	+
AT1G07160	2199773	-
AT1G07163	16409127	-
AT1G07167	16416062	+
AT1G07170	2199997	+
AT1G07173	16417285	+
AT1G07175	2202278	+
AT1G07177	16424306	+
AT1G07180	2204104	+
AT1G07183	16466014	+
AT1G07187	16471983	-
AT1G07190	2208013	+
AT1G07193	16474043	+
AT1G07197	16560998	-
AT1G07200	2212718	-
AT1G07203	16643478	-
AT1G07210	2215216	+
AT1G07220	2219649	-
AT1G07230	2223018	-
AT1G07233	16645544	+
AT1G07237	16755832	+
AT1G07240	2223625	+
AT1G07247	16811345	+
AT1G07250	2225759	+
AT1G07253	16811940	-
AT1G07257	16812746	+
AT1G07260	2229357	-
AT1G07263	16817318	-
AT1G07267	16818214	-
AT1G07270	2233017	-
AT1G07273	16992570	+
AT1G07277	16992951	-
AT1G07280	2238017	+
AT1G07287	17013059	-
AT1G07290	2244992	-
AT1G07293	17091839	+
AT1G07297	17093278	+
AT1G07300	2247240	-
AT1G07303	17095508	+
AT1G07310	2248961	-
AT1G07313	17159704	-
AT1G07317	17278482	+
AT1G07320	2248967	+
AT1G07323	17296007	-
AT1G07327	17312833	+
AT1G07330	2250920	+
AT1G07333	17314236	-
AT1G07337	17314501	+
AT1G07340	2254822	+
AT1G07343	17315180	-
AT1G07347	17342151	-
AT1G07350	2260187	-
AT1G07353	17348023	+
AT1G07360	2262923	-
AT1G07367	17388989	+
AT1G07370	2263037	+
AT1G07373	17393026	-
AT1G07380	2269121	-
AT1G07383	17442062	-
AT1G07390	2269622	+
AT1G07393	17483957	-
AT1G07397	17498909	+
AT1G07400	2274926	+
AT1G07407	17499296	-
AT1G07410	2276030	+
AT1G07413	17580477	+
AT1G07417	17588215	+
AT1G07420	2277555	+
AT1G07423	17588726	-
AT1G07430	2282828	-
AT1G07433	17589477	-
AT1G07437	17589274	+
AT1G07440	2287791	-
AT1G07443	17595491	+
AT1G07447	17604718	+
AT1G07450	2289336	-
AT1G07453	17670827	-
AT1G07457	17695289	+
AT1G07460	2289959	+
AT1G07463	17695849	-
AT1G07467	17762830	+
AT1G07470	2291369	+
AT1G07473	2295489	-
AT1G07476	2295751	+
AT1G07477	17769837	-
AT1G07480	2299544	-
AT1G07483	17838579	-
AT1G07485	2301375	+
AT1G07487	17910854	+
AT1G07490	2302021	-
AT1G07493	17961772	-
AT1G07497	17964989	-
AT1G07500	2305031	-
AT1G07503	18032156	-
AT1G07507	18079156	+
AT1G07510	2304435	+
AT1G07513	18112821	-
AT1G07517	18115790	+
AT1G07520	2312203	-
AT1G07523	18128287	-
AT1G07527	18131678	-
AT1G07530	2316507	-
AT1G07533	18190470	+
AT1G07537	18222354	-
AT1G07540	2321664	-
AT1G07543	18265339	-
AT1G07547	18268864	+
AT1G07550	2326570	-
AT1G07553	18273115	-
AT1G07557	18272804	+
AT1G07560	2327315	+
AT1G07563	18333581	-
AT1G07567	18333956	+
AT1G07570	2333767	-
AT1G07573	18363933	-
AT1G07577	18388692	-
AT1G07580	2334822	+
AT1G07583	18399127	-
AT1G07587	18400806	-
AT1G07590	2339391	-
AT1G07593	18428096	-
AT1G07597	18435182	-
AT1G07600	2339321	-
AT1G07603	18518431	-
AT1G07607	18520004	+
AT1G07610	2341447	+
AT1G07615	2344314	-
AT1G07617	18634833	+
AT1G07620	2346862	-
AT1G07623	18641311	-
AT1G07627	18642377	-
AT1G07630	2348915	+
AT1G07637	18687146	-
AT1G07640	2356413	-
AT1G07645	2368436	-
AT1G07647	18725628	-
AT1G07650	2366736	-
AT1G07653	18727554	+
AT1G07657	18755730	+
AT1G07660	2368833	+
AT1G07663	18772857	-
AT1G07667	18782687	-
AT1G07670	2374607	-
AT1G07673	18794585	-
AT1G07680	2376012	+
AT1G07683	18813670	+
AT1G07690	2377976	+
AT1G07693	18866798	-
AT1G07697	18867704	+
AT1G07700	2379595	+
AT1G07702	2382331	-
AT1G07703	18879513	+
AT1G07705	2381555	+
AT1G07707	18884809	-
AT1G07710	2388350	-
AT1G07717	18956542	-
AT1G07720	2392500	-
AT1G07723	18956707	+
AT1G07725	2397272	-
AT1G07728	2394985	+
AT1G07730	2398696	-
AT1G07733	19051922	-
AT1G07737	19052139	+
AT1G07740	2400508	-
AT1G07743	19053731	-
AT1G07745	2402942	-
AT1G07747	2403558	+
AT1G07750	2406049	-
AT1G07753	19117681	+
AT1G07757	19129915	+
AT1G07760	2406905	-
AT1G07763	19171968	-
AT1G07767	19232479	+
AT1G07770	2409791	-
AT1G07773	19303441	-
AT1G07777	19354522	+
AT1G07780	2412777	-
AT1G07783	19374402	-
AT1G07787	19428380	-
AT1G07790	2412938	+
AT1G07793	19430505	+
AT1G07795	2414143	+
AT1G07800	2415041	+
AT1G07803	19490000	+
AT1G07807	19563480	+
AT1G07810	2416178	+
AT1G07813	19569546	-
AT1G07820	2422066	-
AT1G07823	19588924	-
AT1G07827	19596399	+
AT1G07830	2422126	+
AT1G07833	19600467	-
AT1G07837	19612959	-
AT1G07840	2424045	+
AT1G07843	19699526	-
AT1G07847	19709193	-
AT1G07850	2426705	+
AT1G07853	19787023	+
AT1G07857	19796764	-
AT1G07860	2429431	-
AT1G07863	19796662	+
AT1G07870	2432091	-
AT1G07873	19820005	+
AT1G07877	19925616	-
AT1G07880	2435858	-
AT1G07883	19960538	-
AT1G07885	2436861	-
AT1G07887	19963067	+
AT1G07890	2437281	+
AT1G07893	19967683	+
AT1G07897	19981416	+
AT1G07900	2442570	+
AT1G07901	2444123	-
AT1G07902	2443918	+
AT1G07903	19981637	+
AT1G07907	19982926	-
AT1G07910	2445437	+
AT1G07913	20007960	+
AT1G07917	20011084	-
AT1G07920	2454771	+
AT1G07923	20019086	-
AT1G07927	20018743	+
AT1G07930	2458184	+
AT1G07933	20053149	-
AT1G07937	20093470	+
AT1G07940	2465545	-
AT1G07943	20217732	+
AT1G07947	20227155	-
AT1G07950	2467165	-
AT1G07957	20260311	+
AT1G07960	2467145	+
AT1G07963	20275815	+
AT1G07967	20295409	+
AT1G07970	2472806	-
AT1G07973	20321400	+
AT1G07977	20412149	+
AT1G07980	2475128	-
AT1G07983	20415048	+
AT1G07985	2475226	+
AT1G07987	20420189	+
AT1G07990	2476953	+
AT1G07993	20440727	-
AT1G07997	20443101	+
AT1G08000	2485726	-
AT1G08003	20452306	-
AT1G08005	2485281	+
AT1G08007	20484709	+
AT1G08010	2488085	-
AT1G08013	20493595	-
AT1G08017	20495680	-
AT1G08023	20495410	+
AT1G08027	20496761	+
AT1G08030	2493327	-
AT1G08033	20582564	-
AT1G08035	2494402	+
AT1G08037	20589100	-
AT1G08040	2498764	-
AT1G08043	20618241	-
AT1G08047	20619552	+
AT1G08050	2501581	-
AT1G08057	20745419	-
AT1G08060	2511084	-
AT1G08063	20798579	+
AT1G08065	2513454	-
AT1G08070	2516620	-
AT1G08073	20884658	+
AT1G08077	20926165	+
AT1G08080	2518611	-
AT1G08087	20948161	+
AT1G08090	2524023	+
AT1G08093	21051893	-
AT1G08097	21051658	+
AT1G08100	2529120	-
AT1G08103	21053178	-
AT1G08105	2534786	-
AT1G08107	21052422	-
AT1G08110	2535251	+
AT1G08113	21052567	-
AT1G08115	2538238	-
AT1G08117	21052715	-
AT1G08120	2538615	+
AT1G08123	21052953	-
AT1G08125	2542362	-
AT1G08127	21060492	+
AT1G08130	2547946	-
AT1G08133	21262039	+
AT1G08135	2551544	-
AT1G08137	21262657	-
AT1G08140	2555229	-
AT1G08143	21267220	+
AT1G08147	21268414	-
AT1G08150	2559228	-
AT1G08153	21319146	+
AT1G08160	2560432	-
AT1G08165	2562316	-
AT1G08170	2563706	-
AT1G08173	21376913	-
AT1G08177	21407477	-
AT1G08180	2565318	-
AT1G08183	21422012	-
AT1G08187	21469974	-
AT1G08190	2567420	+
AT1G08193	21475619	-
AT1G08197	21531588	-
AT1G08200	2576844	-
AT1G08207	21581194	+
AT1G08210	2580754	-
AT1G08213	21616454	+
AT1G08217	21617073	-
AT1G08220	2583390	-
AT1G08223	21619579	-
AT1G08227	21619121	+
AT1G08230	2586969	-
AT1G08237	21645642	+
AT1G08240	2588525	+
AT1G08247	21710980	+
AT1G08250	2590609	-
AT1G08253	21859313	-
AT1G08257	21901697	-
AT1G08260	2588854	+
AT1G08263	22007825	+
AT1G08267	22027168	-
AT1G08270	2607507	-
AT1G08273	22029795	+
AT1G08277	22075885	-
AT1G08280	2607877	+
AT1G08283	22077068	-
AT1G08290	2613377	-
AT1G08293	22088246	-
AT1G08297	22128871	+
AT1G08300	2614774	+
AT1G08307	22173808	+
AT1G08310	2618647	+
AT1G08313	22244179	+
AT1G08315	2621545	-
AT1G08317	22264033	-
AT1G08320	2628594	-
AT1G08323	22278557	-
AT1G08327	22313411	-
AT1G08333	22347046	-
AT1G08340	2630891	+
AT1G08347	22394634	-
AT1G08350	2635852	-
AT1G08353	22428241	+
AT1G08357	22522725	-
AT1G08360	2635939	+
AT1G08363	22581302	-
AT1G08367	22606786	+
AT1G08370	2638037	+
AT1G08377	22612258	+
AT1G08380	2641934	-
AT1G08383	22620085	+
AT1G08387	22662953	+
AT1G08390	2642072	+
AT1G08393	22729039	-
AT1G08397	22740823	-
AT1G08400	2646048	-
AT1G08403	22741575	+
AT1G08410	2646144	+
AT1G08413	22741922	-
AT1G08417	22743472	-
AT1G08420	2649459	+
AT1G08427	22772131	-
AT1G08430	2658602	+
AT1G08433	22834062	-
AT1G08437	22834809	-
AT1G08440	2662967	+
AT1G08443	22867316	+
AT1G08447	22914366	+
AT1G08450	2671957	-
AT1G08453	22918592	-
AT1G08457	22947891	-
AT1G08460	2672198	+
AT1G08463	22947519	+
AT1G08465	2675813	+
AT1G08470	2684171	-
AT1G08473	22955428	+
AT1G08477	22975698	+
AT1G08480	2684176	+
AT1G08483	22988981	+
AT1G08487	23003505	+
AT1G08490	2688658	-
AT1G08493	23006714	+
AT1G08497	23024189	-
AT1G08500	2688880	+
AT1G08503	23030492	+
AT1G08507	23033035	-
AT1G08510	2694547	-
AT1G08513	23034689	+
AT1G08517	23068047	+
AT1G08520	2696381	+
AT1G08523	23077196	+
AT1G08530	2700981	+
AT1G08533	23173691	-
AT1G08537	23177935	+
AT1G08540	2703295	+
AT1G08543	23180068	-
AT1G08547	23181614	+
AT1G08550	2706868	+
AT1G08553	23219393	-
AT1G08557	23228395	-
AT1G08560	2711000	-
AT1G08563	23253291	-
AT1G08567	23254364	+
AT1G08570	2712694	+
AT1G08573	23262295	+
AT1G08577	23271796	-
AT1G08580	2716532	-
AT1G08583	23315063	-
AT1G08587	23365930	-
AT1G08590	2718538	+
AT1G08592	2721676	-
AT1G08593	23408313	+
AT1G08600	2723677	+
AT1G08603	23415849	-
AT1G08607	23497779	+
AT1G08610	2735819	-
AT1G08613	23514852	+
AT1G08620	2736656	+
AT1G08623	23640070	+
AT1G08627	23640371	-
AT1G08630	2747967	-
AT1G08633	23663842	+
AT1G08637	23691584	-
AT1G08640	2751620	-
AT1G08643	23701178	+
AT1G08645	2752595	-
AT1G08647	23743009	-
AT1G08650	2752124	+
AT1G08653	23807641	+
AT1G08657	23825650	+
AT1G08660	2759889	-
AT1G08663	23844301	-
AT1G08667	23854908	+
AT1G08670	2761599	-
AT1G08673	23896006	-
AT1G08677	23951106	-
AT1G08680	2762584	+
AT1G08683	23950794	+
AT1G08687	23964372	-
AT1G08695	2769508	-
AT1G08697	23964418	-
AT1G08700	2771477	-
AT1G08703	23966761	-
AT1G08707	23974108	+
AT1G08710	2771620	+
AT1G08713	23977276	+
AT1G08717	24009843	-
AT1G08720	2773941	+
AT1G08723	24019879	-
AT1G08727	24052457	-
AT1G08730	2779438	+
AT1G08733	24135163	+
AT1G08735	2790290	+
AT1G08737	24194483	+
AT1G08740	2800081	-
AT1G08743	24222947	+
AT1G08747	24230569	-
AT1G08750	2801042	+
AT1G08753	24297810	+
AT1G08757	24339371	+
AT1G08760	2805044	+
AT1G08763	24345647	+
AT1G08765	77537	+
AT1G08767	24376615	+
AT1G08770	2808760	+
AT1G08773	24447827	+
AT1G08775	254830	+
AT1G08777	24472972	-
AT1G08780	2811313	-
AT1G08785	425189	-
AT1G08787	24544782	-
AT1G08790	2811989	+
AT1G08795	447092	+
AT1G08797	24555858	-
AT1G08800	2818071	-
AT1G08803	24558112	+
AT1G08805	551636	-
AT1G08807	24577005	-
AT1G08810	2820478	-
AT1G08815	641542	+
AT1G08817	24675406	-
AT1G08820	2825481	-
AT1G08823	24712410	-
AT1G08825	890027	-
AT1G08827	24712285	+
AT1G08830	2827060	+
AT1G08833	24721321	+
AT1G08835	1196657	-
AT1G08840	2838855	-
AT1G08843	24745815	-
AT1G08845	2838789	+
AT1G08847	24912512	+
AT1G08853	24945530	+
AT1G08855	1251697	-
AT1G08857	24953988	-
AT1G08860	2841969	+
AT1G08863	24964333	+
AT1G08865	1480940	-
AT1G08867	24970120	-
AT1G08870	2846608	-
AT1G08875	2107781	-
AT1G08877	25018140	-
AT1G08880	2848100	-
AT1G08883	25022639	+
AT1G08885	4135988	-
AT1G08887	25027119	+
AT1G08890	2848149	+
AT1G08893	25033048	-
AT1G08895	4583699	+
AT1G08897	25032738	+
AT1G08900	2852363	+
AT1G08903	25119824	-
AT1G08905	4648903	+
AT1G08907	25139089	+
AT1G08910	2856162	+
AT1G08913	25145045	+
AT1G08915	5339922	-
AT1G08917	25173825	+
AT1G08920	2867203	+
AT1G08923	25174145	+
AT1G08925	6619997	-
AT1G08927	25219563	+
AT1G08930	2873300	+
AT1G08933	25219954	-
AT1G08935	6700455	+
AT1G08937	25262574	+
AT1G08940	2877430	+
AT1G08943	25279877	-
AT1G08945	7274575	+
AT1G08947	25338392	-
AT1G08950	2879303	+
AT1G08953	25386265	-
AT1G08955	7765704	+
AT1G08957	25425270	-
AT1G08960	2879506	+
AT1G08963	25480035	+
AT1G08965	8154901	+
AT1G08967	25537318	-
AT1G08970	2882491	+
AT1G08973	25598435	-
AT1G08975	8910942	-
AT1G08977	25612883	-
AT1G08980	2884351	+
AT1G08983	25617842	-
AT1G08985	2887245	+
AT1G08987	25647323	+
AT1G08990	2888427	+
AT1G08993	25740329	-
AT1G08995	9032767	-
AT1G08997	25751882	-
AT1G09000	2891019	+
AT1G09003	25772220	+
AT1G09005	9831594	-
AT1G09007	25787611	-
AT1G09010	2899446	-
AT1G09013	25848544	+
AT1G09015	9831134	+
AT1G09017	25893344	+
AT1G09020	2904862	-
AT1G09023	25921325	+
AT1G09025	9935447	+
AT1G09027	25927100	-
AT1G09030	2909032	-
AT1G09033	25955116	-
AT1G09035	9938673	-
AT1G09037	25954908	+
AT1G09040	2911250	+
AT1G09043	25996143	+
AT1G09045	10109323	-
AT1G09047	25997011	-
AT1G09050	2916968	+
AT1G09053	26041040	+
AT1G09055	10128850	-
AT1G09057	26111318	+
AT1G09060	2925826	-
AT1G09063	26133539	-
AT1G09065	10214349	-
AT1G09067	26148056	+
AT1G09070	2927502	+
AT1G09073	26183684	-
AT1G09075	10503023	-
AT1G09077	26186596	-
AT1G09080	2931850	-
AT1G09083	26190297	+
AT1G09085	10677515	+
AT1G09087	26190603	+
AT1G09090	2932739	+
AT1G09093	26201658	-
AT1G09095	11032549	+
AT1G09097	26208030	-
AT1G09100	2939363	-
AT1G09103	26209717	+
AT1G09105	11373744	+
AT1G09107	26271541	+
AT1G09110	2939417	+
AT1G09113	26272267	-
AT1G09115	11583798	-
AT1G09117	26281566	+
AT1G09123	26308149	+
AT1G09125	11671674	-
AT1G09127	26355788	+
AT1G09130	2942345	-
AT1G09133	26382598	+
AT1G09135	12003122	+
AT1G09137	26425999	-
AT1G09140	2945976	-
AT1G09143	26433397	+
AT1G09145	12026267	+
AT1G09147	26445045	+
AT1G09150	2946030	+
AT1G09153	26445798	-
AT1G09155	2950989	-
AT1G09157	2952490	-
AT1G09160	2955745	-
AT1G09163	26488134	+
AT1G09165	12056190	-
AT1G09167	26506106	+
AT1G09170	2962546	-
AT1G09173	26542675	-
AT1G09176	2964015	+
AT1G09177	26542394	+
AT1G09180	2965023	+
AT1G09183	26544852	-
AT1G09185	12385836	-
AT1G09187	26569972	-
AT1G09190	2967733	-
AT1G09193	26688031	-
AT1G09195	2971541	-
AT1G09197	26697372	+
AT1G09200	2972334	-
AT1G09203	26762055	-
AT1G09205	12922566	-
AT1G09207	26772881	-
AT1G09210	2977002	-
AT1G09215	13105923	+
AT1G09217	26794196	+
AT1G09220	2979466	-
AT1G09223	26861970	+
AT1G09225	13218462	+
AT1G09227	26873395	+
AT1G09230	2982713	-
AT1G09233	26878908	+
AT1G09235	13282042	-
AT1G09237	26895256	+
AT1G09240	2984829	+
AT1G09243	26904262	+
AT1G09245	2987393	-
AT1G09247	26920721	-
AT1G09250	2989141	+
AT1G09253	26932467	-
AT1G09255	13857788	+
AT1G09257	26933746	+
AT1G09260	2993381	+
AT1G09263	26979604	+
AT1G09265	14076696	+
AT1G09267	27029649	-
AT1G09270	2994331	+
AT1G09273	27042717	+
AT1G09277	27073231	+
AT1G09280	3001362	-
AT1G09283	27073709	-
AT1G09287	27080516	+
AT1G09290	3003762	-
AT1G09293	27090633	+
AT1G09297	27119300	+
AT1G09300	3003495	+
AT1G09303	27122779	+
AT1G09307	27277043	-
AT1G09310	3008910	+
AT1G09313	27306118	-
AT1G09317	27314462	-
AT1G09320	3012407	-
AT1G09323	27329573	+
AT1G09327	27338829	-
AT1G09330	3015255	-
AT1G09333	27348657	+
AT1G09337	27363312	+
AT1G09340	3015237	+
AT1G09343	27437846	-
AT1G09350	3019639	+
AT1G09353	27441586	-
AT1G09357	27444522	-
AT1G09360	3021802	+
AT1G09363	27474582	-
AT1G09367	27491576	-
AT1G09370	3024877	+
AT1G09373	27534769	-
AT1G09377	27578093	+
AT1G09380	3029549	-
AT1G09383	27611913	-
AT1G09387	27641613	+
AT1G09390	3031046	+
AT1G09393	27656280	+
AT1G09397	27656750	-
AT1G09400	3035396	-
AT1G09407	27720698	-
AT1G09410	3035400	+
AT1G09415	3038408	-
AT1G09417	27762256	-
AT1G09420	3041873	-
AT1G09421	3038631	+
AT1G09423	27901762	+
AT1G09427	27909763	+
AT1G09430	3041996	+
AT1G09433	27935621	-
AT1G09437	27954690	-
AT1G09440	3047893	-
AT1G09443	27958293	+
AT1G09447	27967335	-
AT1G09450	3048966	+
AT1G09453	27967724	+
AT1G09455	15926190	+
AT1G09457	27975752	-
AT1G09460	3053698	+
AT1G09463	27979692	+
AT1G09465	16114947	+
AT1G09467	27985042	-
AT1G09470	3057543	-
AT1G09475	16116111	-
AT1G09477	28012893	-
AT1G09480	3057975	+
AT1G09483	3061743	-
AT1G09485	16366388	-
AT1G09487	28017771	-
AT1G09490	3063936	+
AT1G09493	28045332	+
AT1G09495	17233552	+
AT1G09497	28047169	+
AT1G09500	3066674	+
AT1G09503	28056771	-
AT1G09505	17391924	-
AT1G09507	28056529	+
AT1G09510	3069357	+
AT1G09513	28079431	-
AT1G09515	17583266	+
AT1G09517	28135270	-
AT1G09520	3072074	-
AT1G09523	28186903	-
AT1G09525	17585275	+
AT1G09527	28188388	+
AT1G09530	3075768	+
AT1G09533	28212219	+
AT1G09535	17586148	+
AT1G09537	28214368	-
AT1G09540	3086101	+
AT1G09543	28216360	+
AT1G09545	17586939	+
AT1G09547	28289117	-
AT1G09550	3092327	-
AT1G09553	28314700	-
AT1G09555	17587902	+
AT1G09557	28318139	+
AT1G09560	3093644	+
AT1G09563	28344031	-
AT1G09565	17762752	+
AT1G09567	28343829	+
AT1G09570	3100819	-
AT1G09573	28420323	+
AT1G09575	3103677	-
AT1G09577	28467241	+
AT1G09580	3104492	+
AT1G09583	28470292	-
AT1G09585	17763530	+
AT1G09587	28488251	-
AT1G09590	3106367	+
AT1G09593	28495290	+
AT1G09595	18394853	-
AT1G09597	28495666	-
AT1G09600	3107896	+
AT1G09603	28504403	-
AT1G09605	20007015	-
AT1G09607	28568677	-
AT1G09610	3111694	+
AT1G09613	28600725	-
AT1G09615	20008234	-
AT1G09617	28640505	-
AT1G09620	3116699	-
AT1G09623	28645595	+
AT1G09625	3117567	-
AT1G09627	28658086	-
AT1G09630	3119815	-
AT1G09633	28740168	-
AT1G09635	20110907	+
AT1G09637	28782714	+
AT1G09640	3119739	+
AT1G09645	3122926	+
AT1G09647	28785372	-
AT1G09650	3125175	+
AT1G09653	28801490	+
AT1G09655	20524694	+
AT1G09657	28811379	-
AT1G09660	3131094	-
AT1G09663	28812404	+
AT1G09665	3133008	+
AT1G09667	28813116	+
AT1G09673	28817970	-
AT1G09677	28848743	-
AT1G09680	3135976	-
AT1G09683	28886891	+
AT1G09685	21617316	-
AT1G09690	3137684	-
AT1G09693	28890814	-
AT1G09695	21705945	-
AT1G09697	28928287	+
AT1G09700	3140353	-
AT1G09703	28963504	+
AT1G09705	21742169	+
AT1G09710	3140862	+
AT1G09713	28978405	+
AT1G09715	22033360	+
AT1G09717	29079253	+
AT1G09720	3147303	-
AT1G09723	29081025	-
AT1G09725	22928424	-
AT1G09727	29080951	+
AT1G09730	3154404	-
AT1G09733	29099062	-
AT1G09735	23157439	+
AT1G09737	29173283	-
AT1G09740	3154390	+
AT1G09743	29197721	+
AT1G09745	23459515	-
AT1G09747	29198600	+
AT1G09750	3157501	+
AT1G09753	29208882	+
AT1G09755	23650247	-
AT1G09757	29255375	-
AT1G09760	3161692	-
AT1G09763	29281986	+
AT1G09765	24298705	+
AT1G09767	29296851	-
AT1G09770	3161832	+
AT1G09773	29345115	-
AT1G09775	24353420	+
AT1G09777	29351472	+
AT1G09780	3167924	-
AT1G09783	29401675	-
AT1G09785	24688950	+
AT1G09787	29422295	+
AT1G09790	3171018	-
AT1G09793	29428422	-
AT1G09794	3171905	+
AT1G09795	3173534	+
AT1G09797	29427802	+
AT1G09800	3180734	-
AT1G09803	29460571	-
AT1G09805	24720922	+
AT1G09807	29466033	+
AT1G09810	3184224	-
AT1G09812	3187442	+
AT1G09813	29521223	-
AT1G09815	3189301	+
AT1G09820	3192488	-
AT1G09823	29550185	-
AT1G09825	25845073	+
AT1G09827	29557848	+
AT1G09830	3195044	-
AT1G09833	29647839	+
AT1G09835	26153629	+
AT1G09837	29668453	+
AT1G09840	3200403	-
AT1G09843	29739892	+
AT1G09845	26210617	-
AT1G09847	29769084	+
AT1G09850	3201685	+
AT1G09853	29769618	-
AT1G09855	26608290	-
AT1G09857	29770459	-
AT1G09860	3205309	-
AT1G09863	29906697	+
AT1G09865	27711954	+
AT1G09867	29911379	-
AT1G09870	3205579	+
AT1G09873	29911447	-
AT1G09875	28354597	-
AT1G09877	29911708	-
AT1G09880	3213468	-
AT1G09883	29911812	-
AT1G09885	28776264	-
AT1G09887	29922829	+
AT1G09890	3217603	-
AT1G09893	29928543	-
AT1G09897	29976318	-
AT1G09900	3218133	+
